Id_Pelicula;Titulo_original;Genero_Pelicula
4985;Sand Castle;"War, Action, Drama"
4986;Happiness;"Comedy, Drama"
4987;Proof of Life;"Thriller, Drama"
4988;The Soloist;"Drama, Music"
4989;Max Steel;"Action, Adventure, Science Fiction"
4990;Luckiest Girl Alive;"Drama, Thriller, Mystery"
4991;Sunrise: A Song of Two Humans;"Drama, Romance"
4992;The Fan;"Thriller, Action"
4993;Voyagers;"Science Fiction, Thriller"
4994;Undisputed II: Last Man Standing;"Action, Crime, Thriller"
4995;The Last Voyage of the Demeter;"Thriller, Horror"
4996;Peter Rabbit 2: The Runaway;"Family, Comedy, Adventure, Animation, Fantasy"
4997;Free Birds;"Animation, Comedy, Family"
4998;The Royal Treatment;"Romance, Comedy"
4999;The Leopard;Drama
5000;Cassandra's Dream;"Crime, Drama, Thriller"
5001;Injustice;"Animation, Science Fiction, Fantasy, Action"
5002;Summer of 85;"Romance, Drama"
5003;Barbie: Princess Charm School;"Family, Animation, Fantasy"
5004;The Big Year;Comedy
5005;Blood Work;"Thriller, Crime"
5006;Message in a Bottle;"Romance, Drama"
5007;A Bridge Too Far;"Drama, History, War"
5008;Hiroshima Mon Amour;"Drama, History, Romance"
5009;Duplicity;"Romance, Comedy, Crime"
5010;A Close Shave;"Family, Animation, Comedy"
5011;Diary of the Dead;Horror
5012;Andrei Rublev;"Drama, History"
5013;Rock'n Roll;"Comedy, Drama"
5014;Harriet;"Drama, History"
5015;All That Glitters;Comedy
5016;Testament of Youth;"History, Drama, War"
5017;History of the World: Part I;Comedy
5018;Slumberland;"Family, Fantasy"
5019;Son of a Gun;"Action, Crime, Drama, Thriller"
5020;Raw Deal;"Action, Crime, Thriller"
5021;Megan Leavey;"Drama, War"
5022;Hours;"Drama, Thriller"
5023;High Crimes;"Drama, Mystery, Thriller, Crime"
5024;The Princess;"Action, Fantasy"
5025;We Can Be Heroes;"Family, Action, Fantasy, Comedy"
5026;Major Payne;"Adventure, Comedy, Family"
5027;Missing;"Thriller, Mystery"
5028;The Hunted;"Drama, Action, Thriller, Crime"
5029;Semi-Pro;Comedy
5030;The Circus;"Comedy, Romance"
5031;Exorcist: The Beginning;"Horror, Mystery, Thriller"
5032;Ladder 49;"Drama, Action, Thriller"
5033;The Heist of the Century;"Comedy, Thriller, Crime"
5034;The Player;"Mystery, Drama, Thriller, Comedy"
5035;Fear;Thriller
5036;The Man with the Iron Heart;"War, Action, History, Thriller"
5037;Doctor Who: The Day of the Doctor;"Science Fiction, Adventure"
5038;Boogeyman;"Thriller, Horror, Drama, Mystery"
5039;Do Revenge;Comedy
5040;The Sentinel;"Action, Thriller, Crime"
5041;Heaven Is for Real;Drama
5042;Last Night;"Drama, Romance"
5043;Creep 2;"Horror, Thriller"
5044;Laura;"Drama, Mystery"
5045;Pay the Ghost;Horror
5046;To Die For;"Drama, Comedy, Crime"
5047;The Craft: Legacy;"Horror, Drama, Fantasy"
5048;Barbie: A Fashion Fairytale;"Family, Animation"
5049;Fair Game;"Drama, Thriller"
5050;Mirai;"Animation, Family, Fantasy, Adventure, Drama"
5051;Black Crab;"Action, Thriller"
5052;Gran Turismo;"Action, Drama, Adventure"
5053;One Missed Call;"Horror, Mystery, Thriller"
5054;Millennium Actress;"Animation, Drama, Romance"
5055;12 Rounds;"Action, Thriller, Crime"
5056;The East;"Drama, Thriller"
5057;Senior Year;Comedy
5058;Anna and the King;"Drama, Romance, History"
5059;Don't Knock Twice;Horror
5060;Escape from Planet Earth;"Animation, Comedy, Adventure, Family, Science Fiction"
5061;Sling Blade;Drama
5062;Bad Santa 2;"Comedy, Crime, Drama, Mystery"
5063;A Bigger Splash;"Drama, Romance"
5064;Kill List;"Horror, Thriller, Crime"
5065;The Guns of Navarone;"War, Action, Adventure"
5066;Suspicion;"Mystery, Romance, Thriller"
5067;Till Death;"Horror, Thriller"
5068;Ju-on: The Grudge;Horror
5069;Lifted;"Family, Animation, Science Fiction, Comedy"
5070;Clouds of Sils Maria;Drama
5071;Secondhand Lions;"Family, Comedy"
5072;I Give It a Year;"Comedy, Romance"
5073;Pee-wee's Big Adventure;"Comedy, Adventure"
5074;The Condemned;"Action, Thriller"
5075;The Vatican Tapes;"Thriller, Horror"
5076;Beverly Hills Ninja;"Comedy, Action"
5077;6 Years;"Romance, Drama"
5078;Bad Company;"Action, Adventure, Comedy, Thriller"
5079;The Human Centipede 3 (Final Sequence);"Horror, Comedy"
5080;Next Gen;"Animation, Action, Adventure, Comedy, Family, Science Fiction"
5081;13th;Documentary
5082;Duck Soup;"Comedy, War"
5083;Benny & Joon;"Comedy, Drama"
5084;Mary and The Witch's Flower;"Fantasy, Adventure, Animation, Family"
5087;Bleed for This;Drama
5088;Playing It Cool;"Comedy, Romance"
5089;BÄhubali: The Beginning;"Action, Adventure, Drama, Fantasy"
5090;"The Adventures of Priscilla, Queen of the Desert";"Drama, Comedy"
5091;The First Wives Club;Comedy
5092;The Wind That Shakes the Barley;"Drama, War"
5093;Resident Evil: Death Island;"Animation, Action, Horror"
5094;The Curse of the Jade Scorpion;"Comedy, Crime, Romance"
5095;Breathe;"Drama, Romance"
5096;Sleeper;"Comedy, Science Fiction"
5097;Bait;"Action, Adventure, Horror, Thriller"
5098;Hard Boiled;"Action, Thriller, Crime"
5099;Evangelion: 3.0+1.0 Thrice Upon a Time;"Animation, Action, Science Fiction, Drama"
5100;Fanny and Alexander;"Fantasy, Drama, Mystery"
5101;Night Teeth;"Horror, Thriller, Action"
5102;Blood and Bone;"Action, Drama, Thriller"
5104;Marmaduke;"Family, Comedy"
5105;Basic Instinct 2;"Crime, Mystery, Thriller"
5106;Flypaper;"Mystery, Comedy, Crime"
5108;Lamb;"Drama, Fantasy, Horror"
5109;The Young and Prodigious T.S. Spivet;"Adventure, Drama, Family"
5110;Barbie in A Mermaid Tale;"Animation, Family, Fantasy"
5111;My Best Friend's Girl;"Romance, Comedy"
5112;The Discreet Charm of the Bourgeoisie;Comedy
5113;After the Sunset;"Action, Comedy, Crime, Drama"
5114;Menace II Society;"Drama, Crime"
5115;Emmanuelle;"Drama, Romance"
5116;The Occupant;"Thriller, Drama"
5117;The Science of Sleep;"Comedy, Drama, Fantasy"
5118;Leprechaun;"Horror, Comedy, Fantasy"
5119;Il ciclone;"Comedy, Romance"
5120;Cyrano de Bergerac;"Drama, Comedy, History, Romance"
5121;Major League;Comedy
5122;Body Double;"Crime, Mystery, Thriller"
5123;How to Lose Friends & Alienate People;"Comedy, Romance, Drama"
5124;Money Train;"Action, Comedy, Crime"
5125;The Flintstones in Viva Rock Vegas;"Comedy, Family, Romance"
5126;Investigation of a Citizen Above Suspicion;"Drama, Thriller"
5127;Marvel One-Shot: Agent Carter;"Action, Adventure, Science Fiction, Fantasy"
5128;Champions;"Drama, Comedy"
5129;Mr. Harrigan's Phone;"Drama, Thriller, Horror, Mystery"
5130;Lady Macbeth;Drama
5131;Death Race: Inferno;"Action, Science Fiction, Thriller"
5132;The Pagemaster;"Family, Fantasy, Science Fiction, Animation"
5133;Arthur;"Comedy, Romance"
5135;Double Team;"Action, Science Fiction"
5136;Sunshine Cleaning;"Comedy, Drama"
5137;Paris Je T'aime;"Drama, Romance"
5138;The Double Life of VÃ©ronique;"Drama, Mystery, Fantasy"
5139;"McFarland, USA";"Drama, Family"
5140;Riders of Justice;"Comedy, Action"
5141;The Voyeurs;Thriller
5142;Lords of Dogtown;Drama
5143;The Wizards Return: Alex vs. Alex;"Family, Comedy, TV Movie, Fantasy"
5144;Rage;"Action, Crime, Thriller"
5145;White Bird in a Blizzard;"Thriller, Drama"
5146;Suzume;"Animation, Drama, Adventure, Fantasy"
5147;The Death of Superman;"Science Fiction, Animation, Action, Drama"
5148;Kalifornia;"Thriller, Crime"
5149;Attack on Titan;"Horror, Fantasy, Action, Science Fiction"
5150;Family Is Family;Comedy
5151;The Loved Ones;Horror
5152;Black Sheep;"Horror, Comedy"
5153;GANTZ:O;"Science Fiction, Action, Animation"
5154;Don Juan DeMarco;"Romance, Drama, Comedy"
5155;Cold in July;"Drama, Thriller"
5156;99 Homes;Drama
5157;My Blueberry Nights;"Drama, Romance"
5158;The Paperboy;"Thriller, Drama, Mystery"
5159;Peeping Tom;"Horror, Thriller, Drama"
5160;Anonymous;"Drama, History, Thriller"
5161;Priceless;"Drama, Comedy, Romance"
5163;Going the Distance;"Comedy, Drama, Romance"
5164;Nights of Cabiria;Drama
5165;Lions for Lambs;"Action, Adventure, Drama, History"
5166;Kon-Tiki;"Adventure, History"
5167;Everything Is Illuminated;"Comedy, Drama"
5168;Tallulah;Drama
5169;One Cut of the Dead;"Comedy, Horror"
5170;BURNÂ·E;"Animation, Family, Comedy, Science Fiction"
5171;Don't Listen;"Drama, Horror, Thriller"
5172;The Keeper of Lost Causes;"Thriller, Mystery, Crime"
5173;The Three Brothers;Comedy
5175;Martha Marcy May Marlene;"Drama, Thriller"
5176;Take the Money and Run;"Comedy, Crime"
5177;Barbie: Fairytopia;"Animation, Family"
5179;Picnic at Hanging Rock;"Drama, Mystery"
5180;Cat on a Hot Tin Roof;Drama
5181;Airplane Mode;"Comedy, Drama, Romance"
5182;Judgment at Nuremberg;Drama
5183;45 Years;"Drama, Romance"
5184;Teen Wolf: The Movie;"Action, Fantasy, TV Movie"
5185;Cooties;"Comedy, Horror"
5186;Wish I Was Here;"Drama, Comedy"
5187;Che: Part One;"Drama, History, War"
5188;The Imposter;"Documentary, Mystery"
5189;Whiteout;"Action, Crime, Mystery, Thriller"
5190;"Ruby Gillman, Teenage Kraken";"Animation, Family, Fantasy, Comedy"
5191;Alex Cross;"Action, Thriller, Crime, Mystery"
5192;The Umbrellas of Cherbourg;"Drama, Romance"
5193;Girl;Drama
5194;Songbird;"Thriller, Romance, Drama, Mystery"
5196;City Slickers;"Comedy, Western"
5197;The Bay;"Horror, Science Fiction, Thriller"
5198;French Fried Vacation 3: Friends Forever;Comedy
5199;The Howling;Horror
5200;Snow Dogs;"Comedy, Family, Adventure"
5201;Old Dogs;"Comedy, Family"
5202;There's No Place Like Home;"Comedy, Drama"
5203;Loveless;Drama
5204;The Second Mother;Drama
5205;Stay Alive;"Horror, Thriller"
5206;Dave;Comedy
5207;"Bianco, rosso e Verdone";Comedy
5208;House of Sand and Fog;Drama
5209;The Killer;"Action, Crime, Drama, Thriller"
5210;Father There Is Only One;Comedy
5211;Back to the Outback;"Animation, Family, Adventure, Comedy"
5212;The Arrival;"Science Fiction, Thriller"
5213;Ricki and the Flash;"Comedy, Drama, Music"
5214;Creature from the Black Lagoon;"Adventure, Horror, Science Fiction"
5216;The Railway Man;"Drama, History"
5217;OSS 117: From Africa with Love;"Comedy, Adventure, Action"
5218;Gringo;"Comedy, Action, Crime"
5219;Terms of Endearment;"Drama, Comedy"
5220;Dolores Claiborne;"Crime, Drama, Mystery"
5221;Rock Star;"Music, Drama, Comedy"
5222;Put Grandma in the Freezer;Comedy
5223;Hot Summer Nights;"Drama, Comedy, Crime"
5224;Upstream Color;"Drama, Science Fiction"
5225;Hang 'em High;Western
5226;The Boondock Saints II: All Saints Day;"Action, Thriller, Crime"
5227;Rising Sun;"Action, Drama, Thriller"
5228;Erased;"Action, Thriller"
5229;The Kid Who Would Be King;"Action, Adventure, Fantasy, Family"
5230;Swiped;"Comedy, Drama, Romance"
5231;The Big Boss;Action
5232;A Room with a View;"Drama, Romance"
5233;Ironclad;"Romance, Adventure, Action, History"
5234;East of Eden;Drama
5235;The Majestic;"Drama, Romance"
5236;99 Francs;"Drama, Comedy"
5237;Home Team;"Family, Comedy"
5238;The Diary of a Teenage Girl;"Drama, Romance"
5239;Somewhere;Drama
5240;Jackass Forever;"Comedy, Documentary"
5241;Mother/Android;"Science Fiction, Thriller"
5242;The Bird with the Crystal Plumage;"Horror, Mystery, Thriller"
5243;Maximum Overdrive;"Horror, Action, Science Fiction"
5244;The Producers;Comedy
5245;Gia;"Romance, Drama"
5246;Black Christmas;"Horror, Mystery, Thriller"
5248;Icarus;Documentary
5249;The Crying Game;"Crime, Drama, Thriller"
5250;Teeth;"Comedy, Horror"
5251;Little White Lies 2;"Comedy, Drama"
5252;Glory Road;"Drama, History"
5253;The Lady in the Van;"Comedy, Drama"
5254;Night Watch;"Fantasy, Action, Thriller"
5255;Choose or Die;"Horror, Thriller, Science Fiction"
5256;The Adventures of Robin Hood;"Adventure, Romance, History"
5257;Destination Wedding;"Romance, Comedy, Drama"
5258;Irreplaceable You;"Comedy, Drama, Romance"
5259;Scooby-Doo on Zombie Island;"Animation, Mystery, Family, Horror"
5260;Curse of the Golden Flower;"Action, Drama, Fantasy"
5261;The Marine;Action
5262;London Boulevard;"Drama, Crime"
5263;An American Tail: Fievel Goes West;"Adventure, Animation, Family, Western"
5266;The Wonder;"Drama, Mystery"
5267;Dance of the Vampires;"Comedy, Horror"
5268;Sexy Beast;"Crime, Drama, Thriller, Comedy"
5269;Near Dark;Horror
5270;Love Wedding Repeat;"Comedy, Romance"
5271;Hellraiser III: Hell on Earth;Horror
5272;The Quake;"Action, Drama, Thriller"
5273;Joe Dirt;"Mystery, Adventure, Comedy, Romance, Drama"
5274;The Second Best Exotic Marigold Hotel;"Drama, Comedy"
5275;Little Manhattan;"Comedy, Romance"
5276;True Crime;"Drama, Crime, Thriller, Mystery"
5277;Down by Law;"Crime, Drama, Comedy"
5278;The Death & Life of John F. Donovan;Drama
5279;Prom Night;"Horror, Crime, Drama"
5280;Death to 2020;Comedy
5281;The House of the Devil;"Horror, Mystery"
5282;Father of the Bride Part II;"Comedy, Family"
5283;"Black Cat, White Cat";"Comedy, Romance, Crime"
5284;"The Good, the Bad, the Weird";"Action, Adventure, Comedy, Western"
5285;Pusher;"Action, Crime, Drama, Thriller"
5286;Little;"Comedy, Fantasy, Romance"
5287;The Love Guru;"Comedy, Romance"
5288;The Vanishing;"Thriller, Mystery"
5289;Dragon: The Bruce Lee Story;"Drama, History, Action"
5290;Thirteen Days;"Drama, History, Thriller, War"
5291;The Map of Tiny Perfect Things;"Fantasy, Romance"
5292;Fantomas;"Comedy, Crime, Adventure"
5293;The Killing Fields;"Drama, History, War"
5294;Sicko;"Documentary, Comedy, Drama"
5295;The Night Before the Exams Today;Comedy
5296;Barbecue;Comedy
5298;The Lawnmower Man;"Science Fiction, Horror"
5299;French Kiss;"Comedy, Romance"
5300;Cobain: Montage of Heck;"Documentary, Music"
5301;Frontier(s);"Drama, Horror, Action, Thriller"
5302;Dead Calm;"Thriller, Horror"
5303;"4 Months, 3 Weeks and 2 Days";Drama
5304;Vivo;"Animation, Family, Comedy"
5305;Sorry if I Love You;Comedy
5306;The Exorcist III;"Horror, Mystery"
5307;Bananas;Comedy
5308;Bringing Down the House;"Comedy, Drama"
5309;Revenge of the Nerds;Comedy
5310;Men Vs Women;Comedy
5311;Reality Bites;"Drama, Comedy, Romance"
5312;Sherlock Gnomes;"Animation, Family, Fantasy, Comedy, Adventure, Mystery"
5313;The Three Musketeers: D'Artagnan;"Action, Adventure, History, Drama"
5314;Cleopatra;"Drama, History, Romance"
5315;Open Grave;"Horror, Thriller, Mystery"
5316;Fitzcarraldo;"Drama, Adventure"
5317;Fireproof;Drama
5318;The Dream Team;"Drama, Comedy, Romance"
5319;Airheads;"Comedy, Crime, Music"
5320;In Your Eyes;"Drama, Romance, Science Fiction"
5321;Barbie as the Island Princess;"Animation, Family"
5322;The Battle of Algiers;"Drama, War, History"
5323;Teenage Mutant Ninja Turtles: Mutant Mayhem;"Animation, Comedy, Action"
5324;Jack and the Cuckoo-Clock Heart;"Animation, Romance, Adventure, Drama, Fantasy"
5325;Comment c'est loin;Comedy
5326;Swingers;Comedy
5327;6 Souls;"Horror, Mystery, Thriller"
5328;The Empty Man;"Horror, Mystery, Thriller"
5329;A Cinderella Story: Christmas Wish;"Comedy, Music, Romance, Fantasy"
5330;Down with Love;"Comedy, Romance"
5331;Shut In;"Drama, Thriller"
5332;The Layover;"Comedy, Romance"
5333;Welcome Mr. President!;Comedy
5334;The Company Men;Drama
5336;Lost Girls;"Drama, Mystery, Thriller, History"
5337;Undisputed;"Drama, Crime"
5338;Much Ado About Nothing;"Drama, Comedy, Romance"
5339;Sarah's Key;"Drama, War"
5340;Barbie and the Magic of Pegasus;"Animation, Family, Romance"
5342;National Lampoon's Loaded Weapon 1;"Comedy, Crime, Action"
5343;Remember;"Drama, Thriller, Mystery"
5345;Watcher;"Horror, Mystery, Thriller"
5346;Woody Woodpecker;"Comedy, Family, Animation"
5347;The Photographer of Mauthausen;"Drama, History, Thriller"
5348;Once Upon a Deadpool;"Comedy, Action, Adventure"
5349;Destroyer;"Thriller, Crime, Drama, Action"
5350;The Players;Comedy
5351;Three Steps Over Heaven;"Drama, Romance"
5352;The Night Clerk;"Thriller, Crime, Drama"
5353;Red Dot;"Thriller, Horror"
5354;Nick of Time;"Thriller, Crime, Action"
5355;TransSiberian;"Thriller, Crime, Mystery"
5356;Stitch! The Movie;"Comedy, Adventure, Family, Animation"
5357;Cool World;"Animation, Comedy, Fantasy"
5358;The Freshmen;"Comedy, Drama"
5359;Driven;"Action, Drama"
5360;New Police Story;"Action, Thriller, Crime, Drama"
5361;15 Minutes;"Action, Crime, Thriller"
5362;Jersey Boys;"Music, Drama"
5363;Relic;"Horror, Drama, Mystery, Thriller"
5365;A Fantastic Woman;Drama
5366;Scooby-Doo! The Mystery Begins;"Mystery, Comedy, Fantasy"
5368;A Walk in the Woods;"Adventure, Comedy, Drama"
5369;My Friends;Comedy
5370;Wonder Park;"Comedy, Animation, Adventure, Family, Fantasy"
5371;Turbo Kid;"Action, Adventure, Comedy, Science Fiction"
5372;Batman: Gotham by Gaslight;"Thriller, Action, Animation, Science Fiction"
5373;You Should Have Left;"Horror, Thriller"
5374;The American President;"Comedy, Drama, Romance"
5375;Crimson Rivers II: Angels of the Apocalypse;"Action, Thriller, Crime"
5376;Barbie: Fairytopia - Mermaidia;"Animation, Family, Adventure, Fantasy"
5377;BÄhubali 2: The Conclusion;"Action, Adventure, Fantasy"
5378;6 Days;"Action, Drama, History, Thriller"
5379;Take the Lead;"Comedy, Music, Drama"
5380;U Turn;"Crime, Drama, Thriller"
5382;Interceptor;"Action, Thriller, Adventure"
5383;Tulip Fever;"Drama, Romance"
5384;Wildlife;Drama
5385;Mike's New Car;"Animation, Comedy, Family, Fantasy"
5386;Jiro Dreams of Sushi;Documentary
5387;Sorry We Missed You;Drama
5388;Justice League: Crisis on Two Earths;"Action, Adventure, Animation, Science Fiction"
5389;Belle;Drama
5390;Twilight Zone: The Movie;"Horror, Fantasy, Science Fiction"
5391;Il Sorpasso;"Drama, Comedy"
5392;The King's Daughter;"Fantasy, Adventure, Family"
5393;Where the Heart Is;"Comedy, Drama, Romance"
5394;It Could Happen to You;"Comedy, Drama, Romance"
5395;Rogue;"Action, Adventure"
5396;The Three Caballeros;"Animation, Family, Music"
5397;The Company You Keep;"Drama, Thriller"
5398;Kingsglaive: Final Fantasy XV;"Animation, Science Fiction, Action"
5399;Miss You Already;"Comedy, Drama"
5400;My Boss's Daughter;"Comedy, Romance"
5401;Mars Needs Moms;"Adventure, Animation, Family"
5402;Cursed;"Horror, Comedy"
5404;The Sadness;"Horror, Thriller"
5405;Swallow;"Drama, Thriller"
5406;The World's Fastest Indian;"Drama, Adventure, History"
5407;Sudden Death;Action
5408;Zombeavers;"Horror, Action, Comedy"
5409;Hard Rain;"Thriller, Crime, Action"
5410;Smokey and the Bandit;"Action, Adventure, Comedy"
5411;Ivan's Childhood;"Drama, War"
5412;Copshop;"Thriller, Crime, Action"
5413;American Pastoral;"Crime, Drama"
5414;Fever Pitch;"Comedy, Drama, Romance"
5415;Playing for Keeps;"Comedy, Romance"
5416;Mighty Morphin Power Rangers: The Movie;"Action, Adventure, Science Fiction, Fantasy"
5417;He Got Game;Drama
5418;Roald Dahl's Matilda the Musical;"Family, Comedy, Fantasy"
5419;Wild Target;"Action, Comedy"
5420;Asterix and the Vikings;"Family, Animation, Comedy, Adventure"
5421;I'm Starting from Three;Comedy
5423;Open Water 2: Adrift;"Drama, Horror, Thriller"
5424;Point of No Return;"Action, Crime, Thriller"
5425;Kelly's Heroes;"Adventure, Comedy, War"
5426;Chinese Puzzle;"Comedy, Drama, Romance"
5427;The Final Cut;"Drama, Mystery, Science Fiction, Thriller"
5428;Sputnik;"Science Fiction, Drama, Horror"
5429;Asterix the Gaul;"Family, Animation, Adventure, Comedy"
5430;Return to Space;Documentary
5431;The Lunchbox;"Drama, Romance"
5432;The Art of Self-Defense;"Comedy, Thriller"
5433;Man with a Movie Camera;Documentary
5434;The Tragedy of Macbeth;"Drama, War"
5435;I'm So Excited!;Comedy
5436;In the Heights;"Drama, Romance"
5437;Big Deal on Madonna Street;"Comedy, Crime"
5438;Angel-A;"Romance, Comedy, Drama, Fantasy"
5439;Barbarella;"Science Fiction, Adventure"
5440;Last Holiday;"Adventure, Comedy, Drama"
5441;I'm Not There;"Drama, Music"
5442;Teen Titans: The Judas Contract;"Science Fiction, Animation, Action"
5443;Nowhere to Run;"Action, Drama, Thriller, Romance"
5444;Leopardi;"Drama, History"
5445;Raise the Red Lantern;Drama
5446;Boys;"Drama, Romance"
5447;Empire Records;"Music, Comedy, Drama"
5448;Mannequin;"Comedy, Romance, Fantasy"
5449;Love at Second Sight;"Comedy, Drama, Romance, Fantasy"
5450;Dikkenek;Comedy
5451;The House of the Spirits;"Romance, Drama"
5452;In & Out;Comedy
5453;7 and 8;Comedy
5454;The Shop Around the Corner;"Comedy, Drama, Romance"
5455;After the Dark;"Drama, Fantasy, Science Fiction, Thriller"
5456;Children Who Chase Lost Voices;"Animation, Adventure, Drama, Fantasy, Romance"
5457;Divines;Drama
5458;The One I Love;"Romance, Comedy, Drama"
5459;Underdog;"Family, Action, Adventure, Comedy, Fantasy, Science Fiction"
5460;Spring;"Horror, Romance, Science Fiction"
5461;To Be or Not to Be;"Comedy, War"
5462;The Prom;"Romance, Comedy"
5463;The In Between;"Romance, Science Fiction, Drama"
5464;The Lovebirds;"Comedy, Action, Romance"
5465;Return to Nim's Island;"Family, Adventure"
5466;Splinter;"Horror, Thriller"
5467;Superman/Batman: Apocalypse;"Science Fiction, Action, Adventure, Animation, Family"
5468;The Visitors: Bastille Day;Comedy
5469;Down a Dark Hall;"Horror, Mystery, Thriller, Fantasy, Drama"
5470;18 Presents;"Drama, Fantasy, Family"
5471;Battle;"Drama, Romance, Music"
5472;Dragon Ball Z: Wrath of the Dragon;"Animation, Action, Science Fiction"
5473;Silverado;"Western, Action"
5474;Vacation Friends;Comedy
5475;Jim & Andy: The Great Beyond;"Documentary, Comedy"
5476;Fire with Fire;"Action, Crime, Drama, Thriller"
5477;Paper Moon;"Comedy, Crime, Drama"
5478;The Guilt Trip;Comedy
5479;Rules of Engagement;"War, Drama"
5480;Swimming Pool;"Crime, Thriller"
5481;Saint Seiya: Legend of Sanctuary;"Action, Animation, Fantasy"
5482;Tekken;"Crime, Drama, Action, Thriller, Science Fiction"
5483;Promised Land;Drama
5484;Autumn in New York;"Drama, Romance"
5485;Delusions of Grandeur;"Comedy, History"
5486;Grease 2;"Comedy, Music, Romance"
5487;Cyborg;"Science Fiction, Action, Thriller, Adventure"
5488;Lovelace;Drama
5489;The Quest;"Action, Adventure"
5490;Venus in Fur;Drama
5491;Tomboy;Drama
5493;Into the Forest;"Drama, Science Fiction"
5494;Z-O-M-B-I-E-S;"Music, Fantasy, Comedy, Romance, Horror, TV Movie"
5495;"Run, Fatboy, Run";"Comedy, Romance"
5496;La Bamba;"Drama, Music"
5497;Bitter Moon;"Thriller, Drama, Romance"
5498;Empire State;"Action, Drama"
5499;A Little Chaos;"Drama, Romance"
5500;Stone;"Drama, Thriller"
5501;Wicker Park;"Drama, Mystery, Romance, Thriller"
5503;Harry and the Hendersons;"Comedy, Family, Fantasy"
5504;The Two Faces of January;Thriller
5505;The Unlikely Prince;Comedy
5506;Raising Helen;"Drama, Comedy, Romance"
5507;Genius;"History, Drama"
5508;Go;"Crime, Comedy, Thriller"
5509;Tamara;Comedy
5510;Never Look Away;"Drama, Romance"
5511;Nine Queens;"Crime, Thriller"
5512;*batteries not included;"Science Fiction, Comedy, Family, Fantasy"
5513;Giant;"Drama, Western"
5514;The Lie;"Drama, Mystery, Thriller"
5515;"The Simpsons: The Good, the Bart, and the Loki";"Animation, Comedy, Family"
5516;Exorcist II: The Heretic;"Drama, Horror, Thriller"
5517;Frantz;"History, Drama, Romance"
5518;"Me, Myself and Mum";Comedy
5519;The Brood;"Horror, Science Fiction"
5520;Deerskin;"Comedy, Horror"
5521;Three Identical Strangers;Documentary
5522;The Invisible Guardian;Thriller
5523;Queen & Slim;"Drama, Romance, Crime"
5525;Life After Beth;"Romance, Comedy, Horror"
5526;The Hole in the Ground;Horror
5527;Kaamelott: The First Chapter;"Adventure, Fantasy, Comedy"
5528;A Boy Called Christmas;"Family, Adventure, Fantasy"
5529;Pathfinder;"Adventure, Action"
5530;Ciao Alberto;"Animation, Comedy, Family, Fantasy"
5532;Sword Art Online: The Movie â€“ Ordinal Scale;"Animation, Action, Adventure, Fantasy, Romance, Science Fiction"
5533;Like Father;"Comedy, Drama"
5534;"Honey, We Shrunk Ourselves";"Adventure, Comedy, Family, Science Fiction, Action"
5535;Mad Money;"Action, Comedy, Crime"
5536;Deep Rising;"Adventure, Action, Horror, Science Fiction"
5537;Love Story;"Romance, Drama"
5538;Athena;"Action, Drama, Thriller"
5539;32 Malasana Street;"Drama, Horror"
5540;Radio;Drama
5541;We Are Marshall;"Drama, History"
5542;Eyes Without a Face;"Drama, Horror, Thriller"
5543;Russian Dolls;"Comedy, Drama, Romance"
5544;On the Other Side of the Tracks;"Comedy, Action, Crime"
5545;The Act of Killing;Documentary
5546;The Kitchen;"Action, Crime, Drama"
5547;Barbie and the Three Musketeers;"Animation, Family"
5548;Final Girl;"Action, Drama, Thriller"
5549;Adam's Apples;"Drama, Comedy, Crime"
5550;Henry: Portrait of a Serial Killer;"Crime, Horror, Thriller"
5551;Love & Mercy;"Drama, Music, History"
5553;Asterix & Obelix: The Middle Kingdom;"Family, Comedy, Adventure"
5554;Fighting;"Action, Crime, Romance"
5556;Species II;"Science Fiction, Action, Horror"
5558;The African Doctor;Comedy
5559;Funny Face;"Comedy, Romance, Music"
5560;Castaway on the Moon;"Drama, Comedy, Romance"
5561;Love Happens;"Drama, Romance"
5562;Cries and Whispers;Drama
5563;Baby Mama;Comedy
5564;The Night Comes for Us;"Action, Thriller, Crime"
5565;Room in Rome;"Drama, Romance"
5566;Sin Nombre;"Drama, Action, Thriller, Crime"
5567;The Quiet Ones;Horror
5568;Take Me Home Tonight;"Comedy, Drama, Romance"
5569;Get a Job;Comedy
5570;My Mom Is a Character;Comedy
5571;The Andromeda Strain;"Science Fiction, Thriller"
5572;An American Werewolf in Paris;"Horror, Comedy"
5573;Skiptrace;"Action, Comedy, Thriller, Mystery"
5574;First They Killed My Father;"War, Drama, History"
5575;The Last Starfighter;"Adventure, Science Fiction, Action"
5576;Harsh Times;"Crime, Drama, Thriller, Action"
5577;Proof;"Drama, Mystery"
5578;Futurama: Bender's Big Score;"Animation, Comedy, Science Fiction, TV Movie"
5579;Devil's Knot;"Crime, Drama, Thriller"
5580;Romanzo Criminale;"Crime, Drama"
5581;Playing with Fire;"Family, Comedy"
5582;Hesher;Drama
5583;Beavis and Butt-Head Do America;"Animation, Comedy"
5584;Falling for Christmas;"Romance, Comedy, Family"
5585;I Vitelloni;"Comedy, Drama"
5587;Goal! II: Living the Dream;Drama
5588;Pet;"Horror, Thriller"
5589;Emelie;"Horror, Thriller"
5590;Blues Brothers 2000;"Music, Action, Comedy, Crime"
5591;Heavy Metal;"Animation, Science Fiction, Adventure, Fantasy, Music"
